ФИО,Год_поступления,Форма_обучения,Средний_балл_аттестата,Общий_балл,Специальность,Адрес_регистрации,Телефон,ЦТ_Русский язык,ЦТ_Химия,ЦТ_Физика,ЦТ_Математика,ЦТ_История,ЦТ_Биология
Зыков Адам Измаилович,2019,Платка,8.3,357.6,Информатика,г. Кузнецк,8 785 012 52 64,,89.0,,88.0,98.0,
Панова Юлия Семеновна,2023,Бюджет,8.3,312.6,Кибербезопасность,д. Саров (Морд.),8 965 449 8686,,63.0,81.0,,86.0,
Арефий Борисович Бобров,2019,Целевое,6.2,239.2,История,ст. Дагомыс,+77916256687,55.0,,,,71.0,51.0
Евсеев Еремей Ермилович,2023,Целевое,8.2,292.2,Психология,к. Магнитогорск,8 (746) 362-4178,,,66.0,60.0,,84.0
Миронов Софон Афанасьевич,2022,Бюджет,8.3,266.7,Международные отношения,г. Ульяновск,+7 919 298 7737,,59.0,59.0,66.0,,
Ипполит Данилович Веселов,2023,Целевое,6.5,335.1,Психология,г. Тулпан,+7 211 170 8253,,,,86.0,90.0,94.0
Панфилов Владилен Фокич,2019,Платка,6.0,275.7,Кибербезопасность,к. Тула,8 209 060 8074,,,71.0,,75.0,70.0
София Никифоровна Меркушева,2022,Целевое,9.1,354.5,История,ст. Махачкала,+7 (714) 802-8807,,,89.0,,100.0,75.0
Агафонов Панфил Всеволодович,2020,Целевое,8.0,380.4,Лечебное дело,клх Сунтар,+7 (899) 476-30-27,100.0,,100.0,,100.0,
Прохоров Викентий Якубович,2019,Платка,7.3,255.3,Прикладная информатика,п. Шаховская,+7 200 567 5458,,64.0,,61.0,,57.0
Всеволод Федосьевич Яковлев,2022,Платка,6.9,339.5,Философия,клх Зеленоград,+7 537 978 62 66,100.0,70.0,100.0,,,
Костин Никита Гордеевич,2021,Целевое,5.8,331.2,Кибербезопасность,с. Хужир,+7 (799) 763-69-44,82.0,91.0,,100.0,,
Вера Тарасовна Кулагина,2021,Целевое,9.6,346.0,Международные отношения,г. Кемерово,8 636 791 81 09,,,75.0,,95.0,80.0
Фортунат Гордеевич Селиверстов,2019,Бюджет,8.0,319.2,Прикладная информатика,г. Медногорск,8 971 116 67 25,81.0,72.0,86.0,,,
Майя Святославовна Рыбакова,2019,Целевое,7.9,338.9,Психология,ст. Белгород,+7 683 897 58 30,,,81.0,86.0,93.0,
Кудряшов Всеволод Демидович,2019,Платка,8.1,245.0,Международные отношения,д. Тында,8 (929) 332-55-07,57.0,48.0,,59.0,,
Нина Степановна Белозерова,2022,Бюджет,6.7,285.1,Лечебное дело,п. Чита,+71069187357,,75.0,69.0,,74.0,
Афанасий Денисович Князев,2023,Целевое,9.2,328.4,История,г. Листвянка (Иркут.),8 (110) 395-5895,,65.0,,,100.0,71.0
Филиппов Софон Устинович,2020,Целевое,5.7,315.3,История,д. Лысьва,8 (785) 013-84-31,100.0,,,84.0,,74.0
Сорокина Татьяна Андреевна,2023,Бюджет,4.8,238.4,Психология,г. Чегем,+7 496 022 1807,,71.0,58.0,61.0,,
Евфросиния Матвеевна Доронина,2020,Целевое,8.2,263.8,Международные отношения,д. Лянтор,+7 (158) 692-1949,,56.0,,52.0,74.0,
Элеонора Сергеевна Овчинникова,2019,Бюджет,10.0,383.0,Прикладная информатика,п. Красная Поляна,+7 631 587 8002,,95.0,,,96.0,92.0
Ким Юлианович Архипов,2019,Платка,6.7,208.1,Радиофизика,г. Каспийск,+71943346583,45.0,,59.0,,,37.0
Дементьев Автоном Марсович,2023,Целевое,6.5,333.8,История,г. Энгельс,8 (566) 684-4446,,100.0,,84.0,,85.0
Клавдия Афанасьевна Федосеева,2023,Бюджет,8.4,279.8,Информатика,клх Сочи,8 933 255 87 62,53.0,,75.0,,,68.0
Нинель Харитоновна Лихачева,2019,Бюджет,7.3,242.3,Философия,д. Бавлы,8 299 327 31 23,,43.0,61.0,,65.0,
Аскольд Игоревич Пестов,2022,Платка,7.6,372.9,Философия,г. Октябрьский (Башк.),8 669 518 50 90,100.0,,100.0,97.0,,
Родион Феофанович Кабанов,2021,Платка,8.0,285.8,Информатика,ст. Белореченск,8 149 999 9588,45.0,86.0,75.0,,,
Святополк Виленович Журавлев,2021,Бюджет,10.0,293.0,Прикладная математика,п. Яшкуль,8 244 551 5302,65.0,71.0,,,,57.0
Иванов Лука Егорович,2023,Платка,7.5,266.2,Радиофизика,д. Кунгур,+70153833651,55.0,72.0,64.0,,,
Котова Маргарита Ниловна,2020,Бюджет,8.4,282.6,Радиофизика,ст. Губкинский,8 (605) 887-78-70,66.0,,73.0,,,60.0
Геннадий Юлианович Блинов,2020,Целевое,8.0,379.6,История,д. Кудымкар,+7 004 771 63 48,,100.0,100.0,,,100.0
Виноградов Виссарион Устинович,2021,Платка,8.5,308.9,Кибербезопасность,п. Нефтеюганск,+7 433 441 88 56,73.0,,87.0,,64.0,
Сорокина Анжелика Кузьминична,2023,Целевое,7.3,346.8,Психология,п. Дзержинск,8 (958) 979-58-55,81.0,,93.0,,100.0,
Рожков Адриан Феоктистович,2023,Бюджет,6.0,340.4,Философия,ст. Ялуторовск,+7 232 258 18 68,,,92.0,,96.0,92.0
Комаров Мирослав Арсенович,2019,Целевое,7.0,243.9,Философия,п. Дербент,+7 119 166 27 35,,,51.0,53.0,70.0,
Кошелев Демьян Абрамович,2020,Целевое,8.4,288.9,Радиофизика,ст. Тамбов,8 (651) 770-72-63,,64.0,,87.0,,54.0
Валентина Афанасьевна Моисеева,2021,Платка,7.8,319.5,Лечебное дело,с. Курск,+7 (457) 455-7153,71.0,100.0,70.0,,,
Фадей Тарасович Сидоров,2019,Бюджет,7.7,221.4,История,с. Меренга,8 (261) 971-4478,,36.0,50.0,58.0,,
Синклитикия Альбертовна Кошелева,2023,Целевое,9.3,342.7,Лечебное дело,к. Буденновск,8 (451) 629-30-85,82.0,,79.0,,89.0,
Горшкова Маргарита Ефимовна,2019,Платка,8.6,261.5,Информатика,клх Камышлов,+7 (260) 408-84-16,,,52.0,68.0,,55.0
Иосиф Ефремович Авдеев,2023,Платка,6.6,366.4,Радиофизика,г. Краснокамск,+7 650 140 2586,100.0,100.0,100.0,,,
Агата Вячеславовна Калашникова,2022,Платка,7.4,213.6,Лечебное дело,ст. Мытищи,8 (904) 949-53-07,34.0,,41.0,,65.0,
тов. Антонов Изот Аверьянович,2019,Платка,7.6,285.8,Лечебное дело,д. Кострома,+7 108 418 9854,,68.0,,73.0,,69.0
Одинцова Фёкла Никифоровна,2020,Бюджет,8.0,348.8,История,с. Ивдель,+7 (043) 454-7525,,,89.0,92.0,,88.0
Евсей Евсеевич Логинов,2022,Целевое,7.6,306.0,Радиофизика,к. Челябинск,8 315 066 55 70,,68.0,83.0,,,79.0
Кулагин Сократ Давыдович,2022,Бюджет,7.3,289.4,Радиофизика,п. Сеймчан,8 (919) 613-50-26,,54.0,,,94.0,68.0
Боян Давидович Суворов,2023,Целевое,8.5,344.8,Информатика,клх Невинномысск,8 (015) 615-82-35,79.0,,,81.0,100.0,
Ширяев Герасим Ааронович,2019,Платка,8.3,241.3,Информатика,с. Киренск,+7 149 994 45 75,,,56.0,58.0,,44.0
Андроник Вилорович Емельянов,2023,Платка,7.6,289.2,Информатика,ст. Челябинск,+75711364965,65.0,,,79.0,,69.0
Ипатий Викентьевич Лебедев,2019,Бюджет,5.6,311.0,Психология,к. Балашов,8 061 810 64 72,,84.0,,,91.0,80.0
Сидоров Карп Феодосьевич,2021,Платка,6.7,295.1,История,ст. Кропоткин (Краснод.),8 250 021 62 23,,67.0,79.0,,,82.0
Измаил Абрамович Абрамов,2019,Целевое,8.6,291.9,Международные отношения,ст. Кулунда,8 (521) 841-7599,,,71.0,,78.0,57.0
Мстислав Валерьянович Щукин,2019,Целевое,7.9,311.9,История,ст. Соболево,+7 642 609 34 60,,,79.0,69.0,85.0,
Трифон Марсович Агафонов,2023,Бюджет,6.5,364.6,Международные отношения,д. Соловки,8 144 446 18 29,100.0,100.0,,,,100.0
Куприян Феофанович Филиппов,2019,Бюджет,6.1,299.4,Международные отношения,г. Каменск-Уральский,+7 (107) 849-9232,,,67.0,,100.0,71.0
Ольга Ильинична Семенова,2019,Платка,8.5,304.5,Прикладная информатика,клх Нефтеюганск,8 (990) 118-23-67,,53.0,81.0,86.0,,
Ефремов Кондратий Эдуардович,2019,Целевое,6.1,311.5,Информатика,ст. Брянск,+7 (246) 342-5161,,83.0,,88.0,,79.0
Титов Савва Августович,2022,Целевое,8.2,309.6,Радиофизика,ст. Дагомыс,+72592049701,76.0,,85.0,,67.0,
тов. Уварова Таисия Владимировна,2023,Платка,7.5,353.2,История,п. Беслан,+7 506 261 22 27,,100.0,86.0,92.0,,
Копылова Варвара Григорьевна,2020,Бюджет,8.7,333.5,Радиофизика,с. Углич,+7 238 053 15 16,73.0,,85.0,88.0,,
Шестаков Никодим Адамович,2021,Платка,9.6,216.8,Кибербезопасность,с. Абинск,8 (797) 830-2668,40.0,35.0,,,,46.0
Цветкова Надежда Рудольфовна,2019,Бюджет,5.3,252.8,Прикладная математика,с. Орск,+7 (972) 801-48-36,,54.0,68.0,78.0,,
Азарий Юлианович Шилов,2022,Платка,8.6,307.1,История,ст. Чулым,+7 (877) 165-34-66,,,,61.0,81.0,79.0
Борислав Фёдорович Васильев,2022,Бюджет,10.0,327.0,Международные отношения,к. Суздаль,8 615 943 8382,,,65.0,,84.0,78.0
Шубин Никодим Германович,2022,Платка,7.6,336.7,Лечебное дело,д. Владикавказ,8 622 812 55 79,78.0,,,100.0,83.0,
Светозар Бориславович Некрасов,2023,Платка,7.9,315.3,Прикладная математика,г. Курильск,8 853 467 2081,77.0,,91.0,,68.0,
Казимир Демьянович Рожков,2020,Бюджет,6.1,302.6,Кибербезопасность,д. Тотьма,8 (607) 315-4128,74.0,74.0,,94.0,,
Муравьев Клавдий Бориславович,2019,Целевое,10.0,387.0,Философия,г. Зеленогорск (Ленин.),8 (600) 624-47-32,100.0,87.0,,,100.0,
Вячеслав Исидорович Русаков,2019,Бюджет,8.6,272.5,Кибербезопасность,клх Алапаевск,8 956 682 76 93,,,67.0,61.0,,58.0
Кирилл Аксёнович Бобров,2021,Целевое,7.9,376.7,Международные отношения,п. Дудинка,+7 725 004 04 54,100.0,,98.0,,100.0,
Корнилов Измаил Феоктистович,2023,Платка,8.5,380.1,Философия,к. Саянск,8 (007) 284-41-28,100.0,100.0,,95.0,,
Александр Данилович Хохлов,2021,Платка,8.7,316.7,Психология,п. Партизанск,+7 (109) 656-97-47,87.0,,,64.0,,79.0
Милан Гертрудович Шубин,2022,Бюджет,8.0,304.1,Информатика,клх Норильск,+7 (856) 766-83-42,,60.0,,81.0,83.0,
Филарет Жоресович Ширяев,2022,Целевое,6.5,243.2,Прикладная информатика,с. Архангельск,8 062 790 7540,56.0,,64.0,58.0,,
Тамара Эдуардовна Ершова,2023,Целевое,9.9,274.3,Международные отношения,с. Наро-Фоминск,+7 (987) 952-8120,66.0,,,44.0,65.0,
Лидия Болеславовна Козлова,2023,Целевое,8.9,376.3,Психология,г. Цимлянск,+7 007 081 0736,100.0,88.0,,,,99.0
Лыткин Спиридон Дмитриевич,2023,Целевое,8.4,286.7,История,п. Тула,8 638 330 6241,,60.0,52.0,,91.0,
