ФИО,Год_поступления,Форма_обучения,Средний_балл_аттестата,Общий_балл,Специальность,Адрес_регистрации,Телефон,ЦТ_Русский язык,ЦТ_Химия,ЦТ_Физика,ЦТ_Математика,ЦТ_История,ЦТ_Биология
Марина Станиславовна Сергеева,2019,Целевое,7.0,243.9,Философия,к. Балашиха,8 (131) 338-79-53,,,51.0,53.0,70.0,
Олимпиада Юльевна Гурьева,2020,Целевое,8.4,288.9,Радиофизика,д. Абинск,+7 275 476 2422,,64.0,,87.0,,54.0
Мухина Милица Владиславовна,2021,Платка,7.8,319.5,Лечебное дело,д. Нижний Тагил,+7 (408) 428-71-84,71.0,100.0,70.0,,,
Артем Терентьевич Федотов,2019,Бюджет,7.7,221.4,История,клх Малгобек,+7 212 150 29 31,,36.0,50.0,58.0,,
Корнил Ефремович Рыбаков,2023,Целевое,9.3,342.7,Лечебное дело,г. Ербогачен,8 (621) 413-6396,82.0,,79.0,,89.0,
Анна Юрьевна Логинова,2019,Платка,8.6,261.5,Информатика,клх Хабаровск,+73077232731,,,52.0,68.0,,55.0
Рубен Артемьевич Филиппов,2023,Платка,6.6,366.4,Радиофизика,д. Бавлы,8 110 189 2724,100.0,100.0,100.0,,,
Оксана Григорьевна Федотова,2022,Платка,7.4,213.6,Лечебное дело,к. Псков,+7 (271) 822-25-61,34.0,,41.0,,65.0,
Симонов Добромысл Феликсович,2019,Платка,7.6,285.8,Лечебное дело,п. Внуково (метеост.),+7 297 024 20 41,,68.0,,73.0,,69.0
Зуева Регина Дмитриевна,2020,Бюджет,8.0,348.8,История,к. Новая Игирма,+7 078 159 4845,,,89.0,92.0,,88.0
Емельян Юлианович Щукин,2022,Целевое,7.6,306.0,Радиофизика,клх Теберда,8 (662) 297-4541,,68.0,83.0,,,79.0
Дорофей Борисович Громов,2022,Бюджет,7.3,289.4,Радиофизика,п. Балтийск,+71360667945,,54.0,,,94.0,68.0
Лучезар Всеволодович Капустин,2023,Целевое,8.5,344.8,Информатика,с. Лодейное Поле,+7 721 505 1510,79.0,,,81.0,100.0,
Дарья Феликсовна Зимина,2019,Платка,8.3,241.3,Информатика,п. Сосьва (Хант.),+7 (618) 807-57-72,,,56.0,58.0,,44.0
Русакова Галина Геннадиевна,2023,Платка,7.6,289.2,Информатика,клх Новороссийка,+7 (029) 537-9986,65.0,,,79.0,,69.0
Лыткина Людмила Аркадьевна,2019,Бюджет,5.6,311.0,Психология,клх Батайск,8 (274) 749-60-10,,84.0,,,91.0,80.0
Котова Надежда Олеговна,2021,Платка,6.7,295.1,История,клх Ивдель,+7 (980) 288-26-47,,67.0,79.0,,,82.0
Иларион Демьянович Фролов,2019,Целевое,8.6,291.9,Международные отношения,д. Якутск,+7 431 313 91 14,,,71.0,,78.0,57.0
Анна Константиновна Самсонова,2019,Целевое,7.9,311.9,История,д. Азов (Рост.),+7 (614) 411-53-25,,,79.0,69.0,85.0,
Тамара Вениаминовна Сорокина,2023,Бюджет,6.5,364.6,Международные отношения,с. Юрьев-Польский,+7 642 321 77 77,100.0,100.0,,,,100.0
Жанна Оскаровна Дорофеева,2019,Бюджет,6.1,299.4,Международные отношения,д. Усинск,8 983 952 59 42,,,67.0,,100.0,71.0
Федосеева Валерия Юрьевна,2019,Платка,8.5,304.5,Прикладная информатика,ст. Нефтегорск (Самар.),80403730397,,53.0,81.0,86.0,,
Мир Даниилович Андреев,2019,Целевое,6.1,311.5,Информатика,клх Алагир,+79072561090,,83.0,,88.0,,79.0
Смирнов Демьян Бориславович,2022,Целевое,8.2,309.6,Радиофизика,п. Курган,+7 (588) 529-9879,76.0,,85.0,,67.0,
Таисия Егоровна Ершова,2023,Платка,7.5,353.2,История,д. Агата,+7 (079) 220-2706,,100.0,86.0,92.0,,
Лора Степановна Ширяева,2020,Бюджет,8.7,333.5,Радиофизика,ст. Северобайкальск,+7 (712) 084-6979,73.0,,85.0,88.0,,
Зыкова Светлана Григорьевна,2021,Платка,9.6,216.8,Кибербезопасность,с. Красноуральск,+7 (485) 006-2795,40.0,35.0,,,,46.0
Русаков Савва Эдгарович,2019,Бюджет,5.3,252.8,Прикладная математика,с. Звенигород,8 (000) 167-6970,,54.0,68.0,78.0,,
Кириллова Евдокия Феликсовна,2022,Платка,8.6,307.1,История,клх Эльбрус,8 519 585 5910,,,,61.0,81.0,79.0
Синклитикия Сергеевна Герасимова,2022,Бюджет,10.0,327.0,Международные отношения,г. Цимлянск,87439403204,,,65.0,,84.0,78.0
Ширяева Екатерина Матвеевна,2022,Платка,7.6,336.7,Лечебное дело,г. Мураши,8 (256) 658-7837,78.0,,,100.0,83.0,
Валентина Тимуровна Панфилова,2023,Платка,7.9,315.3,Прикладная математика,с. Черняховск,+7 (247) 316-8615,77.0,,91.0,,68.0,
Симон Данилович Сафонов,2020,Бюджет,6.1,302.6,Кибербезопасность,д. Пышма,83223325573,74.0,74.0,,94.0,,
Ширяев Самсон Артурович,2019,Целевое,10.0,387.0,Философия,п. Батайск,8 209 479 8312,100.0,87.0,,,100.0,
Евфросиния Вячеславовна Муравьева,2019,Бюджет,8.6,272.5,Кибербезопасность,клх Ачхой Мартан,+7 042 257 54 46,,,67.0,61.0,,58.0
Кира Николаевна Селезнева,2021,Целевое,7.9,376.7,Международные отношения,п. Белгород,+7 351 844 36 32,100.0,,98.0,,100.0,
Фокина Евдокия Ильинична,2023,Платка,8.5,380.1,Философия,клх Анадырь,+7 502 611 5185,100.0,100.0,,95.0,,
Константинова Пелагея Леоновна,2021,Платка,8.7,316.7,Психология,г. Сыктывкар,+7 324 389 24 16,87.0,,,64.0,,79.0
Авксентий Матвеевич Морозов,2022,Бюджет,8.0,304.1,Информатика,с. Орехово-Зуево,+73573428575,,60.0,,81.0,83.0,
Савва Дорофеевич Федотов,2022,Целевое,6.5,243.2,Прикладная информатика,п. Югорск,+7 (122) 354-66-01,56.0,,64.0,58.0,,
Ковалев Сократ Афанасьевич,2023,Целевое,9.9,274.3,Международные отношения,к. Ростов,+7 (404) 418-1683,66.0,,,44.0,65.0,
Коновалова Елена Кирилловна,2023,Целевое,8.9,376.3,Психология,к. Кимры,+79692230336,100.0,88.0,,,,99.0
Филипп Тимурович Воронов,2023,Целевое,8.4,286.7,История,клх Сосновый Бор,+7 773 522 8677,,60.0,52.0,,91.0,
Симонова Екатерина Ефимовна,2023,Платка,7.0,355.1,Кибербезопасность,ст. Усть-Калманка,8 916 926 78 69,100.0,,,,100.0,85.0
Варвара Михайловна Лобанова,2023,Бюджет,7.6,316.9,Прикладная математика,с. Кабанск,8 (384) 970-43-29,75.0,77.0,89.0,,,
Смирнова Оксана Даниловна,2019,Бюджет,9.4,296.4,История,к. Калязин,8 (753) 591-6840,,,66.0,70.0,,66.0
Рябова Надежда Федоровна,2022,Платка,8.6,338.9,Информатика,д. Липецк,8 729 521 71 26,,95.0,,82.0,76.0,
Прохор Чеславович Попов,2020,Бюджет,9.1,356.9,Психология,п. Пушкин,8 480 567 2019,100.0,86.0,80.0,,,
Зиновьев Андрон Арсеньевич,2019,Платка,7.8,295.3,Прикладная математика,г. Поярково,82854589708,74.0,68.0,,,75.0,
Панфил Фомич Михеев,2019,Целевое,7.2,291.9,История,с. Городовиковск,+7 (266) 819-3370,85.0,63.0,,,,72.0
Зиновьева Мария Яковлевна,2023,Бюджет,6.3,334.3,Философия,с. Санкт-Петербург,+7 426 415 9031,93.0,86.0,92.0,,,
Тетерин Прокл Филимонович,2022,Платка,6.7,307.1,Кибербезопасность,к. Корсаков,+7 (621) 134-11-61,,,71.0,96.0,,73.0
Муравьев Будимир Захарьевич,2022,Целевое,8.1,276.5,Прикладная математика,п. Александровск,8 423 002 8939,,56.0,,,70.0,69.0
Галкин Прокл Ефимьевич,2023,Платка,7.7,329.4,Лечебное дело,д. Новороссийка,8 611 693 1296,,100.0,,83.0,69.0,
Соколова Тамара Львовна,2023,Целевое,5.4,300.0,Кибербезопасность,д. Змеиногорск,8 497 060 34 60,80.0,72.0,,94.0,,
Любомир Анисимович Чернов,2021,Бюджет,6.6,273.7,История,с. Вендинга,8 866 362 3571,,63.0,77.0,,,68.0
г-жа Субботина Анжела Андреевна,2023,Платка,8.4,288.2,Психология,ст. Красноселькуп,+7 (600) 808-73-40,,,65.0,67.0,72.0,
Кирилл Викторович Воробьев,2021,Целевое,7.1,238.0,Прикладная информатика,п. Владивосток,+7 (003) 089-38-30,,41.0,,74.0,,52.0
Якушева Полина Станиславовна,2022,Бюджет,7.5,347.4,Лечебное дело,клх Челюскин,+7 705 431 4881,81.0,100.0,,,,91.0
Лазарева Иванна Рудольфовна,2023,Платка,6.9,364.5,Прикладная математика,п. Канск,8 362 132 3952,,98.0,98.0,100.0,,
Зинаида Аскольдовна Ковалева,2020,Бюджет,7.2,295.7,Международные отношения,п. Барнаул,+7 (790) 117-7675,,,,67.0,88.0,69.0
Нонна Викторовна Осипова,2023,Бюджет,7.3,303.7,Информатика,д. Чебоксары,88994975956,,77.0,86.0,,,68.0
Петухова Валерия Афанасьевна,2021,Платка,9.4,253.1,Лечебное дело,клх Новый Оскол,8 (161) 135-9203,46.0,,65.0,48.0,,
Максимильян Глебович Дьячков,2019,Платка,8.0,222.2,Прикладная математика,с. Тамбов,+7 891 350 4938,,,,62.0,40.0,40.0
Дмитриева Алевтина Петровна,2021,Бюджет,6.8,331.3,Философия,ст. Онега,8 (925) 956-0090,100.0,,,91.0,72.0,
Зиновьев Порфирий Венедиктович,2022,Бюджет,8.5,300.1,Прикладная математика,с. Апшеронск,+79444243239,,84.0,,73.0,58.0,
Дмитриев Чеслав Арсенович,2023,Платка,4.9,282.9,Лечебное дело,ст. Краснодар,+7 260 559 51 49,91.0,80.0,63.0,,,
Валерия Георгиевна Кулакова,2020,Платка,5.8,268.1,Международные отношения,с. Красноуральск,8 982 624 41 31,73.0,63.0,,,74.0,
Фёкла Борисовна Боброва,2019,Платка,7.9,322.7,Прикладная информатика,к. Цимлянск,8 674 490 78 29,89.0,63.0,92.0,,,
Трофим Богданович Колобов,2019,Целевое,6.5,222.8,Лечебное дело,клх Вуктыл,8 805 898 48 14,57.0,,,53.0,48.0,
Васильева Анна Васильевна,2023,Платка,8.8,315.4,Кибербезопасность,ст. Краснодар,+7 196 097 5978,76.0,89.0,,,62.0,
Ефремова Ульяна Олеговна,2021,Целевое,6.6,266.5,Психология,п. Когалым,+7 725 610 57 76,66.0,,60.0,74.0,,
Жданов Елисей Алексеевич,2023,Платка,6.1,303.9,Кибербезопасность,с. Магнитогорск,+7 634 180 4266,,,,93.0,83.0,67.0
Носов Натан Всеволодович,2019,Платка,7.3,288.9,Радиофизика,с. Мытищи,8 953 862 64 48,58.0,,,89.0,69.0,
Горшков Бронислав Марсович,2019,Бюджет,5.4,303.7,История,к. Лабытнанги,8 794 741 56 79,89.0,,72.0,,,89.0
Королева Ирина Анатольевна,2023,Целевое,8.3,284.3,Психология,к. Саров (Морд.),+7 475 950 06 30,69.0,64.0,,,,68.0
Аким Евсеевич Зуев,2021,Бюджет,7.4,304.3,Международные отношения,ст. Юровск,8 118 684 14 99,74.0,,,68.0,88.0,
